Date,PWF_psi,Motor_Temp_C,Freq_Hz,Amperage_A,Voltage_V,Flow_Rate_BFPD,BSW_pct,Discharge_Pressure_psi,Vibration_g
2024-07-01 00:00:00,2149.01424590337,116.94242098980823,60.338450618847176,60.80952486686265,517.635202464203,1643.5120591303892,29.924854213798042,4044.527874149348,0.5203585540566448
2024-07-01 01:00:00,1958.5207096486447,123.93771662163432,59.659967184372505,60.87851897876135,470.3921950136139,1359.2074062631532,30.188313382100343,2931.3745367873435,0.4421948343879306
2024-07-01 02:00:00,2194.3065614302077,116.76735760261742,60.66632275934797,59.852107183163994,480.3848277885615,1656.2303597807381,30.267061109829328,3193.5563897242346,0.5126000575044096
2024-07-01 03:00:00,2456.9089569224075,124.23385554504122,60.31310278081612,58.343310860111444,488.61125453597646,1242.7860583759934,30.239200912172212,3536.614396987115,0.5019001497682262
2024-07-01 04:00:00,1929.7539875829991,120.09499541129935,59.531615699663554,62.88925966947354,489.8958691396113,1562.5589518695078,30.382063256320627,4073.813904252143,0.4879737647941582
2024-07-01 05:00:00,1929.758912915246,117.39372596571936,60.84900484244313,58.82279897790513,485.8572483409561,1521.8794285335005,30.373040030947116,3820.761489041362,0.5278550344236682
2024-07-01 06:00:00,2473.7638446522174,123.09203607872067,60.0840507306308,55.61486228113412,454.9921967665535,1426.688735777365,30.494181015856128,3143.844947093294,0.4873678249336511
2024-07-01 07:00:00,2230.2304187458726,116.3627303763844,59.63852624138247,60.04014457022047,483.2408673656739,1432.8453876359258,30.55230425829017,3357.112619823597,0.49081561521713674
2024-07-01 08:00:00,1859.1576842195143,123.19092020364107,60.55227726249559,59.524272666228484,484.8565786793665,1436.531629215742,30.518440079318264,3116.7944693318896,0.5076082407201087
2024-07-01 09:00:00,2162.7680130757894,121.06363060595892,60.24733575972401,63.715394545626935,502.7992054176999,1479.5847579296317,30.568270200538656,3636.97534363078,0.5198132709947196
2024-07-01 10:00:00,1860.9746921562614,117.0183765545404,59.11402014788298,60.9793879083875,494.78483054245373,1698.603537459163,30.62214252784884,3152.2541890316284,0.48618296606214434
2024-07-01 11:00:00,1860.281073928923,122.64317407667279,59.737169841378076,59.389474506337535,504.117207191684,1582.3103637473876,30.702224861797333,3880.9173062858786,0.494223698266641
2024-07-01 12:00:00,2072.58868146981,122.7329486284432,60.13954866861077,59.60628981921385,459.9358921706005,1643.4404130069236,30.865066382306864,2427.810309368351,0.4980829163690564
2024-07-01 13:00:00,1426.0159266026608,125.78759802904979,58.92021666117867,59.5831929843245,460.079592231719,1467.792284511527,31.08625008076508,3445.3281861299115,0.4857754958477806
2024-07-01 14:00:00,1482.52465024609,124.83073506204649,60.0425350426937,64.43426674912676,486.5619934166517,1523.0258924057164,31.127364377871174,3499.137977674016,0.474070325305787
2024-07-01 15:00:00,1831.3137412277083,122.45637010363141,60.07898968635263,61.350967736275685,502.6570397167925,1392.8405362883161,30.936562761852915,2192.586807285379,0.5159541427166635
2024-07-01 16:00:00,1696.150663899673,114.36204524395619,59.40825405881209,57.18567965545198,475.99132154934574,1472.1555279241297,31.02422805229705,2546.132982198781,0.5106036337115476
2024-07-01 17:00:00,2094.274199778582,132.24293494087027,60.13532244312998,59.51112010379803,465.194209262815,1444.7500422935466,30.998152253090574,3725.819984014049,0.4688469019154672
2024-07-01 18:00:00,1727.5927773436367,112.98191894464095,60.00373191956252,59.95273510399898,447.970655971877,1548.8639224168207,30.829029999764124,3407.664169345463,0.4909950688208821
2024-07-01 19:00:00,1576.3088895994126,124.74631587141154,59.40435294705749,57.784863593071464,487.260585313304,1429.3145610227507,30.898099503305954,3516.7911472391725,0.5204993890963872
2024-07-01 20:00:00,2439.694630676466,122.15641908443149,60.45978027343141,56.43408908550582,477.7417237222344,1416.3135068032543,30.942039806104212,3871.483187429522,0.5067191925328951
2024-07-01 21:00:00,1932.2671098540393,114.12928813759443,60.418926897383905,61.19112676357369,471.32107358338845,1539.6350919245149,30.86148564939882,3061.463168874674,0.49777110310059697
2024-07-01 22:00:00,2020.2584614063771,119.3784953056075,59.85513145657382,58.39073400852419,498.1038007218637,1494.648303312818,30.74289322884424,3868.3893174233435,0.4762582335099683
2024-07-01 23:00:00,1572.575544135963,119.6062355687768,59.90070933830409,62.49754323711996,478.26410754245114,1429.946594142991,30.88247549721983,4370.257675824469,0.5241782094457633
2024-07-02 00:00:00,1836.6851826424452,126.52791357905262,60.363131968797674,60.01638886521567,480.0177377245033,1415.335586887885,30.933091216231343,3706.211450713481,0.48960615155917087
2024-07-02 01:00:00,2033.2767769129598,116.43344549859894,59.899668428444095,59.05146235947653,497.9974744518263,1429.9130224492017,30.85399317890125,3373.293040215842,0.5127341668715639
2024-07-02 02:00:00,1654.7019267733092,118.69027496787822,59.034545899739925,55.16653269970881,523.8147155872272,1581.4614526898697,30.920247641902854,3177.7420484194995,0.5287699083111376
2024-07-02 03:00:00,2112.7094055037014,108.31965197489369,60.243468278699964,62.44463569925586,471.1107505739821,1541.75281423626,30.878225723793754,3284.011633609945,0.5049001817376362
