Date,PWF_psi,Motor_Temp_C,Freq_Hz,Amperage_A,Voltage_V,Flow_Rate_BFPD,BSW_pct,Discharge_Pressure_psi,Vibration_g
2023-04-01 00:00:00,2149.01424590337,116.60752634756389,60.17414312383341,56.038856064879184,470.562849033972,1509.8206145679057,30.007883775966814,3328.060963135786,0.5150214527814103
2023-04-01 01:00:00,1958.5207096486447,118.47250268473174,60.14166179626783,57.89002870612626,500.254049420312,1493.5891771123397,30.06417352428532,3646.1846402512892,0.49549429698903646
2023-04-01 02:00:00,2194.3065614302077,117.01309469477428,59.531740077097254,58.82594318741483,476.03626305395363,1595.1790756019536,30.098283719613658,2597.9047241297485,0.4939856725889121
2023-04-01 03:00:00,2456.9089569224075,120.5520902347306,60.28979211088187,60.299337821849385,481.8113852943528,1653.283114142622,29.970492299794365,3895.842266327333,0.4993902736861074
2023-04-01 04:00:00,1929.7539875829991,125.98589265730956,59.25495866221169,62.048324653213754,494.34781213275437,1568.6846944134616,29.951870269591574,3332.0347137105064,0.5028306602340437
2023-04-01 05:00:00,1929.758912915246,116.14478921429398,59.67290783711984,61.38827188674353,478.8207318630212,1601.1543751170464,30.017148224499998,3243.890563559834,0.5024516876936037
2023-04-01 06:00:00,2473.7638446522174,125.00410248884207,59.000456093551094,57.64135040310503,443.64304283340283,1478.2595767693585,30.05895225674379,2819.366080364456,0.5281309596805759
2023-04-01 07:00:00,2230.2304187458726,116.09163963826556,60.77931325848141,59.2565754756687,500.81175009107096,1512.5404806139134,29.980765214689068,2945.264087047207,0.5001102626181768
2023-04-01 08:00:00,1859.1576842195143,115.76186393751559,59.88422525302735,60.152751177405136,505.098576598301,1648.573207359964,30.02235556211551,3048.9827341365344,0.5346992980815787
2023-04-01 09:00:00,2162.7680130757894,124.09297309171606,61.08344201740815,59.475585751107005,443.3776781679911,1552.6711460258227,30.113844487295957,2629.6584403742586,0.47459954365611384
2023-04-01 10:00:00,1860.9746921562614,124.60968189003809,60.401474963259744,59.46140954826341,459.13417588676924,1475.7970124237183,30.01621458367491,3074.0675271250752,0.5138052103375883
2023-04-01 11:00:00,1860.281073928923,124.25704968381328,60.224049106675515,56.55451335069146,520.4775923497102,1503.2550554787374,29.820191209813654,2843.1492645218786,0.47052837663230934
2023-04-01 12:00:00,2072.58868146981,113.4210129589093,59.706886152859504,57.69453169772072,484.6406935700782,1603.715129030455,29.997597548454372,3473.183022752532,0.47659105048754674
2023-04-01 13:00:00,1426.0159266026608,117.67024510963975,59.47682498215629,59.194120301721455,480.0710254654073,1612.6227010324149,30.029131039862147,1981.5267000146807,0.47527505869627074
2023-04-01 14:00:00,1482.52465024609,124.1149429600166,60.26148578694847,53.813548650109674,471.4723318590086,1415.7868858380227,29.98340185697303,3101.185302213126,0.48156541357030264
2023-04-01 15:00:00,1831.3137412277083,120.20770920281947,59.964242995363506,61.28128864001971,459.3859469828673,1536.259127504687,29.934246327476963,2812.9240862104903,0.48748093449178354
